Timestamp,Temperature (Celsius)
2024-10-16 11:31:02,25.6875
2024-10-16 11:31:04,25.625
2024-10-16 11:31:07,25.5625
2024-10-16 11:31:09,25.5625
2024-10-16 11:31:12,25.5
2024-10-16 11:31:14,25.5
2024-10-16 11:31:16,25.5
2024-10-16 11:31:19,25.4375
2024-10-16 11:31:21,25.375
2024-10-16 11:31:24,25.375
2024-10-16 11:31:26,25.3125
2024-10-16 11:31:28,25.3125
2024-10-16 11:31:31,25.25
2024-10-16 11:31:33,25.25
2024-10-16 11:31:36,25.1875
2024-10-16 11:31:38,25.1875
2024-10-16 11:31:41,25.125
2024-10-16 11:31:43,25.125
2024-10-16 11:31:45,25.0625
2024-10-16 11:31:48,25.0625
2024-10-16 11:31:50,25.0
2024-10-16 11:31:53,24.9375
2024-10-16 11:31:55,24.9375
2024-10-16 11:31:57,24.9375
2024-10-16 11:32:00,24.875
2024-10-16 11:32:02,24.875
2024-10-16 11:32:05,24.875
2024-10-16 11:32:07,24.8125
2024-10-16 11:32:09,24.75
2024-10-16 11:32:12,24.75
2024-10-16 11:32:14,24.75
2024-10-16 11:32:17,24.6875
2024-10-16 11:32:19,24.6875
2024-10-16 11:32:21,24.6875
2024-10-16 11:32:24,24.625
2024-10-16 11:32:26,24.625
2024-10-16 11:32:29,24.5625
2024-10-16 11:32:31,24.5625
2024-10-16 11:32:33,24.5
2024-10-16 11:32:35,24.5
2024-10-16 11:32:38,24.5
2024-10-16 11:32:40,24.4375
2024-10-16 11:32:43,24.4375
2024-10-16 11:32:45,24.375
2024-10-16 11:32:47,24.3125
2024-10-16 11:32:50,24.375
2024-10-16 11:32:52,24.375
2024-10-16 11:32:55,24.3125
2024-10-16 11:32:57,24.3125
2024-10-16 11:32:59,24.3125
2024-10-16 11:33:02,24.25
2024-10-16 11:33:04,24.1875
2024-10-16 11:33:07,24.1875
2024-10-16 11:33:09,24.1875
2024-10-16 11:33:12,24.125
2024-10-16 11:33:14,24.125
2024-10-16 11:33:16,24.0625
2024-10-16 11:33:19,24.0625
2024-10-16 11:33:21,24.0625
2024-10-16 11:33:24,24.0
2024-10-16 11:33:26,24.0
2024-10-16 11:33:28,24.0
2024-10-16 11:33:31,23.9375
2024-10-16 11:33:33,23.9375
2024-10-16 11:33:36,23.9375
2024-10-16 11:33:38,23.875
2024-10-16 11:33:40,23.875
2024-10-16 11:33:43,23.875
2024-10-16 11:33:45,23.8125
2024-10-16 11:33:48,23.875
2024-10-16 11:33:50,23.8125
2024-10-16 11:33:52,23.8125
2024-10-16 11:33:55,23.8125
2024-10-16 11:33:57,23.75
2024-10-16 11:34:00,23.75
2024-10-16 11:34:02,23.75
2024-10-16 11:34:05,23.6875
2024-10-16 11:34:07,23.6875
2024-10-16 11:34:09,23.6875
2024-10-16 11:34:12,23.6875
2024-10-16 11:34:14,23.625
2024-10-16 11:34:17,23.625
2024-10-16 11:34:19,23.625
2024-10-16 11:34:21,23.625
2024-10-16 11:34:24,23.5625
2024-10-16 11:34:26,23.5625
2024-10-16 11:34:29,23.5625
2024-10-16 11:34:31,23.5
2024-10-16 11:34:33,23.5
2024-10-16 11:34:36,23.5
2024-10-16 11:34:38,23.5
2024-10-16 11:34:41,23.5
2024-10-16 11:34:43,23.5
2024-10-16 11:34:46,23.4375
2024-10-16 11:34:48,23.4375
2024-10-16 11:34:50,23.375
2024-10-16 11:34:53,23.375
2024-10-16 11:34:55,23.375
2024-10-16 11:34:58,23.375
2024-10-16 11:35:00,23.375
2024-10-16 11:35:02,23.3125
2024-10-16 11:35:05,23.3125
2024-10-16 11:35:07,23.3125
2024-10-16 11:35:10,23.3125
2024-10-16 11:35:12,23.25
2024-10-16 11:35:14,23.25
2024-10-16 11:35:17,23.25
2024-10-16 11:35:19,23.25
2024-10-16 11:35:22,23.25
2024-10-16 11:35:24,23.25
2024-10-16 11:35:27,23.25
2024-10-16 11:35:29,23.1875
2024-10-16 11:35:31,23.1875
2024-10-16 11:35:34,23.1875
2024-10-16 11:35:36,23.1875
2024-10-16 11:35:39,23.1875
2024-10-16 11:35:41,23.1875
2024-10-16 11:35:43,23.125
2024-10-16 11:35:46,23.125
2024-10-16 11:35:48,23.125
2024-10-16 11:35:51,23.125
2024-10-16 11:35:53,23.125
2024-10-16 11:35:55,23.0625
2024-10-16 11:35:58,23.0625
2024-10-16 11:36:00,23.0625
2024-10-16 11:36:03,23.0625
2024-10-16 11:36:05,23.0625
2024-10-16 11:36:08,23.0625
2024-10-16 11:36:10,23.0
2024-10-16 11:36:12,23.0
2024-10-16 11:36:15,23.0
2024-10-16 11:36:17,23.0625
2024-10-16 11:36:20,23.0
2024-10-16 11:36:22,23.0
2024-10-16 11:36:24,23.0
2024-10-16 11:36:27,22.9375
2024-10-16 11:36:29,22.9375
2024-10-16 11:36:32,22.9375
2024-10-16 11:36:34,22.9375
2024-10-16 11:36:36,22.9375
2024-10-16 11:36:39,22.9375
2024-10-16 11:36:41,22.875
2024-10-16 11:36:44,22.875
2024-10-16 11:36:46,22.875
2024-10-16 11:36:49,22.875
2024-10-16 11:36:51,22.875
2024-10-16 11:36:53,22.875
2024-10-16 11:36:56,22.875
2024-10-16 11:36:58,22.875
2024-10-16 11:37:01,22.8125
2024-10-16 11:37:03,22.8125
2024-10-16 11:37:05,22.8125
2024-10-16 11:37:08,22.8125
2024-10-16 11:37:10,22.8125
2024-10-16 11:37:13,22.8125
2024-10-16 11:37:15,22.8125
2024-10-16 11:37:17,22.8125
2024-10-16 11:37:20,22.8125
2024-10-16 11:37:22,22.75
2024-10-16 11:37:25,22.75
2024-10-16 11:37:27,22.75
2024-10-16 11:37:30,22.8125
2024-10-16 11:37:32,22.75
2024-10-16 11:37:34,22.75
2024-10-16 11:37:37,22.75
2024-10-16 11:37:39,22.75
2024-10-16 11:37:42,22.75
2024-10-16 11:37:43,22.6875
2024-10-16 11:37:46,22.75
2024-10-16 11:37:48,22.6875
2024-10-16 11:37:51,22.6875
2024-10-16 11:37:53,22.6875
2024-10-16 11:37:56,22.6875
2024-10-16 11:37:58,22.6875
2024-10-16 11:38:00,22.6875
2024-10-16 11:38:03,23.0
2024-10-16 11:38:05,23.625
2024-10-16 11:38:08,24.3125
2024-10-16 11:38:10,24.9375
2024-10-16 11:38:12,25.5625
2024-10-16 11:38:15,26.125
2024-10-16 11:38:17,26.625
2024-10-16 11:38:20,27.1875
2024-10-16 11:38:22,27.625
2024-10-16 11:38:24,28.0625
